name,Candidate List length,SACREBLEU1,precision1,SequenceMatcher1,SACREBLEU2,precision2,SequenceMatcher2,SACREBLEU3,precision3,SequenceMatcher3
exercise_1_01_hello_world_result,24,0.0,0.0,0.44,8.116697886877475,16.666666666666668,0.27,2.627961710408444,6.666666666666667,0.1
exercise_1_01_hello_world_result,3,0.0,0.0,0.15,1.727223799216787,4.545454545454546,0.12,3.3864985683445354,8.333333333333334,0.19
exercise_1_01_hello_world_result,3,39.76353643835252,60.0,0.6,2.159701133933343,9.523809523809524,0.06,39.76353643835252,60.0,0.6
exercise_1_01_hello_world_result,15,0.0,0.0,0.1,0.0,0.0,0.14,10.682175159905848,20.0,0.44
exercise_1_01_hello_world_result,1,2.147691208915905,5.555555555555555,0.04,,,,,,
exercise_1_01_hello_world_result,1,16.923267918690044,36.36363636363637,0.45,,,,,,
exercise_1_01_hello_world_result,35,0.0,0.0,0.0,1.727223799216787,4.545454545454546,0.17,0.0,0.0,0.27
exercise_1_01_hello_world_result,6,0.0,0.0,0.0,0.0,0.0,0.0,5.522397783539471,12.5,0.1
exercise_1_01_hello_world_result,14,1.727223799216787,4.545454545454546,0.03,5.522397783539471,12.5,0.11,8.116697886877475,16.666666666666668,0.12
exercise_1_01_hello_world_result,1,0.0,0.0,0.0,,,,,,
exercise_1_01_hello_world_result,1,0.0,33.333333333333336,0.5,,,,,,
exercise_1_01_hello_world_result,35,0.0,0.0,0.0,1.8160849415439309,4.761904761904762,0.24,0.0,33.333333333333336,0.94
exercise_1_01_hello_world_result,9,0.0,33.333333333333336,0.2,0.0,50.0,0.67,0.0,33.333333333333336,0.2
exercise_1_01_hello_world_result,1,0.0,50.0,0.4,,,,,,
exercise_1_01_hello_world_result,35,0.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
exercise_1_02_printf_argument_result,24,1.727223799216787,4.545454545454546,0.09,2.445593937240363,6.25,0.09,2.839838722567789,7.142857142857143,0.09
