File Name,Average Precision,Average Sequence Matcher Similarity Precision,Average Cosine Similarity Precision
exercise_1_03_fahrenheit_celsius_result,19.580438914573023,21.070833131863424,16.673530166056157
exercise_3_05_itob_result,19.302882867032444,19.691237248811866,13.555724181934872
exercise_4_02_atof_result,20.03309515178825,19.025655072848277,10.164239239574085
exercise_2_06_setbits_result,14.575627304694383,19.136888565279108,11.91498654568584
exercise_7_09_isupper_result,23.249477762871223,22.923593521927536,12.888313042798286
exercise_8_07_malloc_free_result,22.21625089159638,19.893849099691504,13.063892762272197
exercise_1_06_verify_expression_result,20.4031941994905,21.140790530998288,9.492403069789313
exercise_1_15_temperature_conversion_result,22.03787007917656,22.423177063000225,13.962876406663193
exercise_5_02_getfloat_result,19.970008459064125,19.373950948236697,10.685553711635421
exercise_1_07_print_eof_result,23.069348037020447,23.82200128083636,15.735373257103575
exercise_5_09_date_conversion_pointers_result,20.682997398574877,22.181254356917137,22.177469632243625
exercise_1_18_trailing_blanks_result,18.427194993994558,19.144258212531476,12.192658019270944
exercise_1_09_copy_io_result,31.054685265065316,25.948968429226007,12.436751155438982
exercise_5_17_sort_result,21.12801435128648,19.2549203223568,14.552012663765783
exercise_3_01_binsearch_result,21.954155462127122,19.619317657522945,16.7254960822735
exercise_1_12_copy_io_nl_result,29.224914065636817,23.077296336919733,13.81147508724146
exercise_5_12_entab_result,22.299904764563674,18.832956857921463,11.292712681918013
exercise_8_05_fsize_result,20.51745951661415,21.45041289499555,13.872104026011517

Average Precision Mean: 21.46224093637345
Average Sequence Matcher Similarity Precision Mean: 20.383575698763906
Average Cosine Similarity Precision Mean: 13.349400874865776


