name,Candidate List length,SACREBLEU1,precision1,SequenceMatcher1,SACREBLEU2,precision2,SequenceMatcher2,SACREBLEU3,precision3,SequenceMatcher3
06_Goto_result,8,4.196114906296549,10.0,0.11,4.196114906296549,10.0,0.11,0.0,33.333333333333336,0.44
06_Goto_result,1,0.0,33.333333333333336,0.4,,,,,,
06_Goto_result,1,32.27943376677047,83.87096774193549,0.75,,,,,,
06_Goto_result,11,0.0442876386754583,60.0,0.18,0.3427749415420375,62.5,0.15,0.5806419009764804,50.0,0.26
06_Goto_result,8,4.466216597703002,14.285714285714286,0.18,5.442133807846854,17.24137931034483,0.22,5.64785727197696,17.857142857142858,0.23
06_Goto_result,8,1.506189323093867,4.0,0.18,1.0559717178170818,2.857142857142857,0.13,0.0,0.0,0.12
06_Goto_result,2,0.0,33.333333333333336,0.5,0.0,33.333333333333336,0.5,,,
06_Goto_result,8,8.116697886877475,16.666666666666668,0.2,1.123099644603982,3.0303030303030303,0.03,1.1599713834969505,3.125,0.03
06_Goto_result,1,1.387819277861591,3.703703703703704,0.04,,,,,,
06_Goto_result,1,45.56436169555087,85.18518518518519,0.84,,,,,,
06_Goto_result,1,52.212571114499305,83.33333333333333,0.85,,,,,,
06_Goto_result,10,26.449672174138467,66.66666666666667,0.57,27.474558342153514,37.03703703703704,0.55,22.963869978965583,31.25,0.49
06_Goto_result,7,21.682999057776524,31.03448275862069,0.4,11.09209374832408,19.148936170212767,0.3,24.343304284910328,34.61538461538461,0.45
06_Goto_result,2,19.2301880078386,29.62962962962963,0.43,46.92470064105597,66.66666666666667,0.77,,,
06_Goto_result,2,7.474875887495341,42.85714285714285,0.35,15.553986407412198,26.923076923076923,0.34,,,
06_Goto_result,8,24.808415001701817,45.45454545454545,0.6,4.016138436407654,28.571428571428573,0.31,22.416933501922287,41.66666666666666,0.59
06_Goto_result,1,15.97357760615681,25.0,0.33,,,,,,
06_Goto_result,1,0.0,0.0,0.02,,,,,,
06_Goto_result,3,0.0,100.0,0.14,63.17722848239986,100.0,0.87,57.30574043798692,61.11111111111112,0.72
06_Goto_result,1,69.51439283988792,100.0,0.87,,,,,,
06_Goto_result,10,14.85849775561076,16.923076923076923,0.26,100.00000000000004,100.0,0.93,54.017258985951415,57.89473684210526,0.74
06_Goto_result,7,80.70557274927978,83.33333333333333,0.79,73.61703354503862,76.92307692307692,0.74,13.4833287041775,15.625,0.21
06_Goto_result,2,78.60753021519781,81.81818181818181,0.8,78.60753021519781,81.81818181818181,0.8,,,
06_Goto_result,2,100.00000000000004,100.0,0.93,67.86502681586727,72.72727272727273,0.66,,,
06_Goto_result,8,46.17366309441026,54.54545454545455,0.62,46.17366309441026,54.54545454545455,0.62,100.00000000000004,100.0,0.97
06_Goto_result,1,0.0,50.0,0.2,,,,,,
06_Goto_result,1,0.0,0.0,0.13,,,,,,
06_Goto_result,1,0.0,100.0,0.91,,,,,,
06_Goto_result,1,31.947155212313625,50.0,0.56,,,,,,
06_Goto_result,11,0.0,0.0,0.16,0.0,0.0,0.24,0.0,0.0,0.17
06_Goto_result,1,0.5749785925016119,1.5873015873015872,0.04,,,,,,
07_For_result,11,0.7860561859628806,3.636363636363636,0.1,0.8010354164744189,3.703703703703704,0.06,0.9798555761147508,6.122448979591836,0.13
07_For_result,1,7.409853791557792,80.0,0.28,,,,,,
07_For_result,1,5.78270080339587,80.0,0.41,,,,,,
07_For_result,7,15.97357760615681,25.0,0.36,0.8733042428534794,2.380952380952381,0.02,8.116697886877475,16.666666666666668,0.24
07_For_result,1,0.0,66.66666666666667,0.33,,,,,,
07_For_result,7,0.0,0.0,0.11,0.0,0.0,0.11,0.0,0.0,0.2
07_For_result,1,22.99751911289444,46.15384615384615,0.6,,,,,,
07_For_result,10,6.567274736060395,14.285714285714286,0.2,13.134549472120788,50.0,0.35,7.022183955845687,15.384615384615383,0.3
07_For_result,7,21.409092659758045,29.41176470588235,0.38,7.267884212102741,37.5,0.24,18.951629567590743,26.31578947368421,0.38
07_For_result,2,7.432998184513635,26.666666666666668,0.44,5.522397783539471,12.5,0.2,,,
07_For_result,2,12.605968092174914,25.0,0.12,0.0,50.0,0.44,,,
07_For_result,8,4.196114906296549,10.0,0.12,3.3864985683445354,8.333333333333334,0.09,3.089055318156697,7.6923076923076925,0.1
07_For_result,1,8.116697886877475,16.666666666666668,0.13,,,,,,
07_For_result,1,0.0,0.0,0.05,,,,,,
07_For_result,1,0.0,0.0,0.15,,,,,,
08_ForStep_result,11,0.9964194812460634,2.702702702702702,0.14,0.9964194812460634,2.702702702702702,0.1,1.3113617852675474,8.108108108108109,0.17
08_ForStep_result,1,1.6336166212341448,100.0,0.27,,,,,,
08_ForStep_result,1,28.43383721479089,100.0,0.78,,,,,,
08_ForStep_result,7,0.0,0.0,0.33,8.116697886877475,16.666666666666668,0.33,8.116697886877475,16.666666666666668,0.33
08_ForStep_result,1,38.30094122800659,90.9090909090909,0.85,,,,,,
08_ForStep_result,7,8.116697886877475,16.666666666666668,0.17,8.116697886877475,16.666666666666668,0.24,0.0,0.0,0.14
08_ForStep_result,1,6.567274736060395,25.0,0.5,,,,,,
08_ForStep_result,6,5.522397783539471,12.5,0.22,4.196114906296549,10.0,0.15,5.522397783539471,12.5,0.22
08_ForStep_result,6,5.522397783539471,12.5,0.16,5.522397783539471,12.5,0.16,0.5749785925016119,1.5873015873015872,0.01
08_ForStep_result,1,32.37722713145643,40.0,0.57,,,,,,
08_ForStep_result,10,16.515821590069034,71.42857142857143,0.6,9.980099403873664,40.0,0.4,21.27988282044161,27.272727272727277,0.43
08_ForStep_result,7,61.47881529512643,71.42857142857143,0.6,15.851165692617148,41.66666666666666,0.48,17.00107809840423,23.80952380952381,0.3
08_ForStep_result,2,2.369898273250278,10.81081081081081,0.22,0.0,33.333333333333336,0.27,,,
08_ForStep_result,2,10.571070857151538,21.428571428571427,0.14,0.0,50.0,0.44,,,
08_ForStep_result,8,2.839838722567789,7.142857142857143,0.08,2.839838722567789,7.142857142857143,0.07,2.0244462660665508,5.2631578947368425,0.06
08_ForStep_result,1,10.682175159905848,20.0,0.22,,,,,,
08_ForStep_result,1,0.0,0.0,0.03,,,,,,
08_ForStep_result,1,0.0,0.0,0.71,,,,,,
09_While_result,11,0.5943123208853887,1.639344262295082,0.05,0.5568633223045912,1.5384615384615383,0.05,0.0,0.0,0.05
09_While_result,7,6.567274736060395,14.285714285714286,0.21,2.839838722567789,7.142857142857143,0.12,1.1599713834969505,3.125,0.07
09_While_result,8,0.0,0.0,0.14,0.0,0.0,0.01,0.0,0.0,0.4
09_While_result,1,23.186131714453445,45.45454545454545,0.37,,,,,,
09_While_result,11,1.9672023367516605,37.5,0.33,4.4115483575866685,66.66666666666667,0.23,0.0,66.66666666666667,0.17
09_While_result,7,7.3140318268287645,31.25,0.26,0.0,66.66666666666667,0.72,7.8594386815106,33.333333333333336,0.25
09_While_result,8,2.445593937240363,6.25,0.19,5.522397783539471,12.5,0.42,8.116697886877475,16.666666666666668,0.56
09_While_result,4,8.116697886877475,16.666666666666668,0.27,0.0,33.333333333333336,0.43,0.0,0.0,0.24
09_While_result,8,0.0,0.0,0.1,0.0,0.0,0.11,0.0,0.0,0.1
09_While_result,1,6.567274736060395,14.285714285714286,0.06,,,,,,
09_While_result,1,47.1364221970258,100.0,0.84,,,,,,
09_While_result,10,8.745825313180626,20.0,0.42,22.37467707748559,28.571428571428573,0.47,4.1879269471194025,10.0,0.21
09_While_result,7,10.682175159905848,20.0,0.52,14.991106946711684,36.36363636363637,0.38,17.00107809840423,23.80952380952381,0.32
09_While_result,2,17.747405280050266,33.333333333333336,0.28,23.462350320528007,36.36363636363637,0.52,,,
09_While_result,2,20.556680845025987,37.5,0.42,0.0,0.0,0.15,,,
09_While_result,8,0.0,100.0,0.86,0.0,100.0,0.86,2.627961710408444,6.666666666666667,0.23
09_While_result,1,15.97357760615681,25.0,0.05,,,,,,
09_While_result,1,44.932896411722176,100.0,0.84,,,,,,
09_While_result,10,100.00000000000004,100.0,0.97,50.81327481546149,66.66666666666667,0.7,35.08439695638686,45.45454545454545,0.56
09_While_result,7,100.00000000000004,100.0,0.96,31.947155212313625,50.0,0.8,19.070828081828378,44.44444444444444,0.65
09_While_result,8,10.682175159905848,20.0,0.5,10.682175159905848,20.0,0.54,10.682175159905848,20.0,0.54
09_While_result,2,0.0,0.0,0.17,0.0,0.0,0.17,,,
09_While_result,7,0.0,100.0,0.67,10.682175159905848,20.0,0.19,10.682175159905848,20.0,0.31
09_While_result,1,0.0,0.0,0.03,,,,,,
09_While_result,1,0.0,33.333333333333336,0.59,,,,,,
10_GraphicWindow_result,11,0.6735878102046051,1.851851851851852,0.1,0.9432284668356838,2.5641025641025643,0.11,1.0009398039350847,6.25,0.09
10_GraphicWindow_result,7,4.932351569489708,27.272727272727277,0.2,8.643019616048525,42.85714285714285,0.4,3.737437943747671,21.428571428571427,0.2
10_GraphicWindow_result,2,39.76353643835252,60.0,0.4,0.0,0.0,0.24,,,
10_GraphicWindow_result,2,3.1251907639724417,13.333333333333334,0.11,5.679677445135579,14.285714285714286,0.09,,,
10_GraphicWindow_result,1,15.97357760615681,25.0,0.33,,,,,,
11_GraphicWindowConfig_result,11,0.7772751558853214,2.127659574468085,0.06,0.6371624499564389,1.7543859649122806,0.07,6.567274736060395,14.285714285714286,0.19
11_GraphicWindowConfig_result,7,0.0,0.0,0.08,3.089055318156697,7.6923076923076925,0.15,4.065425428798724,23.07692307692308,0.3
11_GraphicWindowConfig_result,2,26.269098944241588,57.142857142857146,0.7,0.0,33.333333333333336,0.16,,,
11_GraphicWindowConfig_result,2,3.747776736677921,9.090909090909092,0.16,6.837203339116283,23.07692307692308,0.22,,,
11_GraphicWindowConfig_result,8,0.0,0.0,0.11,0.9451258377819046,4.3478260869565215,0.08,7.809849842300637,28.571428571428573,0.23
11_GraphicWindowConfig_result,1,4.019853337788566,52.63157894736842,0.44,,,,,,
11_GraphicWindowConfig_result,11,0.0,33.333333333333336,0.12,14.759564526951554,71.42857142857143,0.57,10.62372743739878,60.0,0.52
11_GraphicWindowConfig_result,7,55.780028607687655,85.71428571428571,0.62,6.27465531099474,33.333333333333336,0.51,5.876350803261633,25.0,0.2
11_GraphicWindowConfig_result,2,2.839838722567789,7.142857142857143,0.37,36.55552228545123,62.5,0.47,,,
11_GraphicWindowConfig_result,2,32.46679154750991,66.66666666666667,0.51,34.32945239845197,83.33333333333333,0.62,,,
11_GraphicWindowConfig_result,8,12.703318703865364,40.0,0.3,3.0717490052419585,11.11111111111111,0.22,27.534765745159184,75.0,0.42
11_GraphicWindowConfig_result,1,3.715176729801561,23.68421052631579,0.48,,,,,,
11_GraphicWindowConfig_result,11,10.552670315936318,33.333333333333336,0.6,4.196114906296549,10.0,0.31,2.276859592073037,10.0,0.09
11_GraphicWindowConfig_result,7,15.97357760615681,25.0,0.2,15.97357760615681,25.0,0.19,15.97357760615681,25.0,0.19
11_GraphicWindowConfig_result,2,4.891187874480726,12.5,0.29,4.02724819242185,16.666666666666668,0.23,,,
11_GraphicWindowConfig_result,2,0.0,50.0,0.55,0.0,50.0,0.55,,,
11_GraphicWindowConfig_result,8,0.0,0.0,0.22,0.0,0.0,0.29,0.0,0.0,0.13
11_GraphicWindowConfig_result,1,11.054202892156724,80.0,0.58,,,,,,
11_GraphicWindowConfig_result,11,66.87403049764218,80.0,0.91,5.522397783539471,12.5,0.1,66.87403049764218,80.0,0.91
11_GraphicWindowConfig_result,7,59.460355750136046,75.0,0.86,18.99589214128981,50.0,0.34,59.460355750136046,75.0,0.86
11_GraphicWindowConfig_result,2,0.0,66.66666666666667,0.88,0.0,66.66666666666667,0.88,,,
11_GraphicWindowConfig_result,2,0.0,50.0,0.73,0.0,50.0,0.73,,,
11_GraphicWindowConfig_result,8,0.0,0.0,0.19,0.0,0.0,0.19,0.0,0.0,0.19
11_GraphicWindowConfig_result,1,1.488603753237641,6.896551724137931,0.14,,,,,,
11_GraphicWindowConfig_result,11,9.535414040914192,22.22222222222222,0.51,7.267884212102741,37.5,0.19,8.392229812593097,20.0,0.49
11_GraphicWindowConfig_result,7,3.737437943747671,21.428571428571427,0.22,100.00000000000004,100.0,0.78,3.737437943747671,21.428571428571427,0.2
11_GraphicWindowConfig_result,2,0.0,66.66666666666667,0.25,0.0,0.0,0.16,,,
11_GraphicWindowConfig_result,2,3.673526562988939,15.384615384615383,0.12,2.5540496664715904,11.11111111111111,0.12,,,
11_GraphicWindowConfig_result,1,0.0,50.0,0.29,,,,,,
12_DrawLine_result,11,0.9451258377819046,4.3478260869565215,0.08,1.444580998177086,3.8461538461538463,0.16,3.3864985683445354,8.333333333333334,0.2
12_DrawLine_result,7,0.0,50.0,0.42,3.673526562988939,15.384615384615383,0.31,1.727223799216787,4.545454545454546,0.15
12_DrawLine_result,2,2.445593937240363,6.25,0.23,12.703318703865364,40.0,0.32,,,
12_DrawLine_result,2,0.0,0.0,0.08,0.0,33.333333333333336,0.62,,,
12_DrawLine_result,8,0.0,0.0,0.19,0.0,0.0,0.57,0.0,0.0,0.06
