name,Candidate List length,SACREBLEU1,precision1,SequenceMatcher1,SACREBLEU2,precision2,SequenceMatcher2,SACREBLEU3,precision3,SequenceMatcher3,,Max Precision,Max Seq Match
temperature_conversion_result,6,2.1476912089159,5.55555555555556,0.06,1.61391821076343,6,0.04,1.54996865636087,5.76923076923077,0.04,,6,0.06
temperature_conversion_result,14,1.72722379921679,4.54545454545455,0.05,0,0,0,0,0,0,,4.54545454545455,0.05
temperature_conversion_result,1,15.9735776061568,25,0.4,,,,,,,,25,0.4
temperature_conversion_result,1,4.7677070204571,11.1111111111111,0.06,,,,,,,,11.1111111111111,0.06
temperature_conversion_result,35,0.648858383148183,1.78571428571429,0.08,0,0,0.29,3.74777673667792,9.09090909090909,0.4,,9.09090909090909,0.4
temperature_conversion_result,11,0.744529233516688,2.04081632653061,0.01,10.6821751599058,20,0.12,0.686673295396386,1.88679245283019,0.01,,20,0.12
temperature_conversion_result,14,15.9735776061568,25,0.48,3.74777673667792,9.09090909090909,0.26,0,0,0.25,,25,0.48
temperature_conversion_result,1,0.760549782218986,2.08333333333333,0.01,,,,,,,,2.08333333333333,0.01
temperature_conversion_result,8,51.4321384962484,63.0434782608696,0.66,49.1461133697353,60.8695652173913,0.65,32.9056931613395,49.1525423728814,0.48,,63.0434782608696,0.66
temperature_conversion_result,1,42.5239791241135,63.0434782608696,0.61,,,,,,,,63.0434782608696,0.61
temperature_conversion_result,9,15.9735776061568,25,0.61,8.11669788687748,16.6666666666667,0.56,2.44559393724036,6.25,0.31,,25,0.61
temperature_conversion_result,4,0.832178395479312,2.27272727272727,0.01,0,66.6666666666667,0.36,13.1345494721208,28.5714285714286,0.15,,66.6666666666667,0.36
temperature_conversion_result,9,0,100,1,8.11669788687748,16.6666666666667,0.43,0,0,0.06,,100,1
temperature_conversion_result,2,30.5697977596187,54.7619047619048,0.51,17.966776657357,64.7058823529412,0.53,,,,,64.7058823529412,0.53
temperature_conversion_result,8,41.9243047826387,56.4102564102564,0.6,25.0960911665037,42.5925925925926,0.44,2.93406576762159,27.7777777777778,0.27,,56.4102564102564,0.6
temperature_conversion_result,35,0.943228466835684,2.56410256410256,0.07,3.38649856834454,8.33333333333333,0.25,0.852245286570693,2.32558139534884,0.07,,8.33333333333333,0.25
temperature_conversion_result,11,3.74777673667792,9.09090909090909,0.06,3.0890553181567,7.69230769230769,0.06,3.74777673667792,9.09090909090909,0.08,,9.09090909090909,0.08
temperature_conversion_result,14,3.38649856834454,8.33333333333333,0.32,3.38649856834454,8.33333333333333,0.27,3.38649856834454,8.33333333333333,0.29,,8.33333333333333,0.32
temperature_conversion_result,6,0,100,1,13.9507969679291,27.2727272727273,0.38,4.45688276069906,25,0.37,,100,1
temperature_conversion_result,14,0,50,0.93,6.5672747360604,14.2857142857143,0.52,3.74777673667792,9.09090909090909,0.31,,50,0.93
temperature_conversion_result,1,0,50,0.67,,,,,,,,50,0.67
temperature_conversion_result,1,1.33535340595494,3.57142857142857,0.02,,,,,,,,3.57142857142857,0.02
temperature_conversion_result,35,1.44458099817709,3.84615384615385,0.18,0,0,0.2,0,0,0.33,,3.84615384615385,0.33
temperature_conversion_result,6,22.8941568606699,31.25,0.57,12.6406535055014,17.948717948718,0.19,24.3382184590223,33.3333333333333,0.64,,33.3333333333333,0.64
temperature_conversion_result,14,1.72722379921679,4.54545454545455,0.05,1.72722379921679,4.54545454545455,0.05,1.91460306901025,5,0.05,,5,0.05
temperature_conversion_result,1,0,0,0.1,,,,,,,,0,0.1
temperature_conversion_result,14,0,0,0,15.9735776061568,25,0.67,0,0,0,,25,0.67
temperature_conversion_result,1,3.38649856834454,8.33333333333333,0.2,,,,,,,,8.33333333333333,0.2
temperature_conversion_result,14,0,100,1,0,100,1,0,100,1,,100,1
temperature_conversion_result,1,0,50,0.67,,,,,,,,50,0.67
temperature_conversion_result,1,6.5672747360604,14.2857142857143,0.07,,,,,,,,14.2857142857143,0.07
temperature_conversion_result,35,0,0,0,0,33.3333333333333,0.7,0,0,0.29,,33.3333333333333,0.7
temperature_conversion_result,11,31.9471552123136,50,0.4,31.9471552123136,50,0.57,12.7033187038654,40,0.11,,50,0.57
temperature_conversion_result,14,0,0,0.1,15.9735776061568,25,0.57,10.6821751599058,20,0.4,,25,0.57
temperature_conversion_result,1,0,50,0.29,,,,,,,,50,0.29
temperature_conversion_result,35,0,50,0.25,0,0,0,0,0,0,,50,0.25
temperature_conversion_result,35,0,33.3333333333333,0.18,0,0,0.29,0,33.3333333333333,0.94,,33.3333333333333,0.94
temperature_conversion_result,9,0,0,0,0,33.3333333333333,0.2,0,50,0.67,,50,0.67
temperature_conversion_result,1,0,100,1,,,,,,,,100,1
temperature_conversion_result,35,0,33.3333333333333,0.5,0,0,0,0,0,0,,33.3333333333333,0.5
temperature_conversion_result,24,3.38649856834454,8.33333333333333,0.18,0,0,0.05,0,0,0.06,,8.33333333333333,0.18
temperature_conversion_result,3,0,100,0.5,31.7023313852343,41.6666666666667,0.64,15.4150649775108,21.7391304347826,0.4,,100,0.64
temperature_conversion_result,3,18.9958921412898,50,0.74,2.05402683123063,9.09090909090909,0.2,2.71966527217491,11.7647058823529,0.31,,50,0.74
temperature_conversion_result,15,0,0,0.18,0,0,0.25,0,0,0.12,,0,0.25
temperature_conversion_result,4,4.19611490629655,10,0.3,10.6821751599058,20,0.64,2.02444626606655,5.26315789473684,0.19,,20,0.64
temperature_conversion_result,1,0,50,0.67,,,,,,,,50,0.67
temperature_conversion_result,1,17.1946560882892,76.9230769230769,0.59,,,,,,,,76.9230769230769,0.59
temperature_conversion_result,35,31.7023313852343,90.9090909090909,0.61,0,33.3333333333333,0.1,10.6003133795126,72.7272727272727,0.62,,90.9090909090909,0.62
temperature_conversion_result,9,0,0,0.07,6.27465531099474,33.3333333333333,0.31,4.93235156948971,27.2727272727273,0.26,,33.3333333333333,0.31
temperature_conversion_result,29,6.5672747360604,14.2857142857143,0.22,0,0,0.07,0,0,0.07,,14.2857142857143,0.22
temperature_conversion_result,3,6.5672747360604,14.2857142857143,0.09,10.6821751599058,20,0.13,5.52239778353947,12.5,0.08,,20,0.13
temperature_conversion_result,9,4.7677070204571,11.1111111111111,0.17,3.74777673667792,9.09090909090909,0.18,0,0,0.03,,11.1111111111111,0.18
temperature_conversion_result,2,8.11669788687748,16.6666666666667,0.1,6.5672747360604,14.2857142857143,0.1,,,,,16.6666666666667,0.1
temperature_conversion_result,3,6.5672747360604,14.2857142857143,0.1,10.6821751599058,20,0.12,6.5672747360604,14.2857142857143,0.1,,20,0.12
temperature_conversion_result,9,8.11669788687748,16.6666666666667,0.39,10.6821751599058,20,0.56,0,0,0.14,,20,0.56
temperature_conversion_result,2,0,33.3333333333333,0.25,0,33.3333333333333,0.33,,,,,33.3333333333333,0.33
temperature_conversion_result,10,0,0,0.89,0,0,0.89,0,0,0.67,,0,0.89
temperature_conversion_result,1,0,100,1,,,,,,,,100,1
temperature_conversion_result,35,0,33.3333333333333,0.5,0,0,0,0,0,0,,33.3333333333333,0.5
count_c_keywords_result,24,0,0,0.19,3.0890553181567,7.69230769230769,0.14,1.50618932309387,4,0.1,,7.69230769230769,0.19
count_c_keywords_result,2,0,0,0.16,0,0,0.24,,,,,0,0.24
