Candidate List length,SACREBLEU1,precision1,SequenceMatcher1,SACREBLEU2,precision2,SequenceMatcher2,SACREBLEU3,precision3,SequenceMatcher3
24,0.0,0.0,0.22,2.627961710408444,6.666666666666667,0.08,2.2869567780619007,5.882352941176471,0.08
3,0.0,0.0,0.13,0.0,0.0,0.02,0.0,0.0,0.02
3,4.990049701936832,20.0,0.2,4.02724819242185,16.666666666666668,0.11,39.76353643835252,60.0,0.6
15,0.0,0.0,0.07,0.0,0.0,0.05,10.682175159905848,20.0,0.44
1,10.682175159905848,20.0,0.13,,,,,,
1,0.019748623667537837,40.0,0.02,,,,,,
35,0.0,0.0,0.0,4.767707020457095,11.11111111111111,0.32,0.0,0.0,0.17
3,6.567274736060395,14.285714285714286,0.3,0.0,0.0,0.02,3.0890553181566975,7.6923076923076925,0.17
1,0.0,66.66666666666667,0.67,,,,,,
15,0.0,0.0,0.0,0.0,0.0,0.0,6.567274736060395,14.285714285714286,0.11
1,10.682175159905848,20.0,0.13,,,,,,
35,0.0,0.0,0.11,2.8398387225677895,7.142857142857143,0.2,0.0,0.0,0.1
3,24.446151121745054,42.857142857142854,0.61,0.0,0.0,0.05,10.571070857151538,21.428571428571427,0.32
1,0.0,66.66666666666667,0.67,,,,,,
15,8.116697886877475,16.666666666666668,0.15,0.0,50.0,0.67,0.0,50.0,0.67
1,10.682175159905848,20.0,0.11,,,,,,
35,0.0,0.0,0.05,6.567274736060395,14.285714285714286,0.26,0.0,0.0,0.17
3,30.213753973567677,50.0,0.81,24.446151121745054,42.857142857142854,0.71,30.213753973567677,50.0,0.81
1,0.0,66.66666666666667,0.67,,,,,,
15,8.116697886877475,16.666666666666668,0.12,6.567274736060395,14.285714285714286,0.11,0.0,50.0,0.67
1,0.0,33.333333333333336,0.33,,,,,,
35,0.0,0.0,0.01,0.0,0.0,0.1,0.0,0.0,0.15
3,0.0,33.333333333333336,0.25,0.0,0.0,0.04,0.7445292335166879,2.0408163265306123,0.01
1,0.4877178495671594,1.3513513513513513,0.01,,,,,,
8,53.06161039318815,88.52459016393442,0.61,38.63644080103832,88.46153846153847,0.66,38.63644080103832,88.46153846153847,0.67
1,50.60683996771768,80.82191780821918,0.57,,,,,,
9,7.809849842300637,28.571428571428573,0.17,38.16330911371339,63.63636363636363,0.52,7.637220463250014,9.722222222222221,0.1
29,0.43384866842485925,1.2048192771084338,0.01,0.5087757562008263,1.408450704225352,0.01,15.97357760615681,25.0,0.22
11,0.43923912641022456,1.2195121951219512,0.01,0.5162051047489141,1.4285714285714286,0.01,15.97357760615681,25.0,0.22
14,0.5087757562008263,1.408450704225352,0.06,0.43923912641022456,1.2195121951219512,0.06,0.43923912641022456,1.2195121951219512,0.06
6,31.947155212313625,50.0,0.67,0.8676973368497186,2.4096385542168677,0.02,0.9008643494904373,2.5,0.02
1,0.4622106633998758,1.2820512820512822,0.01,,,,,,
2,0.44476523315234656,1.2345679012345678,0.01,10.682175159905848,20.0,0.18,,,
2,0.0,33.333333333333336,0.25,0.0,66.66666666666667,0.5,,,
11,0.0,0.0,0.0,1.958224832501124,8.695652173913043,0.1,0.0,0.0,0.0
29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.48108068600212583,1.3333333333333333,0.01,0.4504321747452186,1.25,0.01,,,
2,51.98703132325792,88.88888888888889,0.73,1.3049939195246436,69.23076923076923,0.45,,,
8,42.80864451671635,97.22222222222223,0.53,39.072771300110524,94.28571428571429,0.6,39.072771300110524,94.28571428571429,0.63
8,13.186589714724649,100.0,0.38,10.696474514348848,100.0,0.42,18.21844187009486,76.0,0.33
2,9.172252362995577,100.0,0.39,23.738391318317586,78.125,0.34,,,
11,2.1476912089159055,5.555555555555555,0.04,2.445593937240363,6.25,0.05,1.0559717178170818,2.857142857142857,0.02
2,1.7044905731413862,4.651162790697675,0.03,10.682175159905848,20.0,0.22,,,
11,0.0,0.0,0.09,0.0,0.0,0.05,0.0,0.0,0.09
3,15.06773257752582,94.44444444444444,0.42,23.430043950056444,84.61538461538461,0.4,0.08343258452298238,100.0,0.28
8,3.712934101015684,16.666666666666668,0.08,6.054506513220935,26.31578947368421,0.18,0.7716270058689811,3.5714285714285716,0.05
35,0.0,0.0,0.03,0.0,0.0,0.04,0.0,0.0,0.1
3,8.116697886877475,16.666666666666668,0.21,0.0,0.0,0.03,0.0,0.0,0.0
1,0.0,33.333333333333336,0.5,,,,,,
35,0.7605497822189857,2.0833333333333335,0.01,0.0,0.0,0.0,0.0,0.0,0.0
1,60.05483887091362,81.25,0.45,,,,,,
8,63.104620299266514,79.48717948717949,0.29,31.699581634744966,53.191489361702125,0.44,36.78794411714425,100.0,0.47
