Candidate List length,SACREBLEU1,precision1,SequenceMatcher1,SACREBLEU2,precision2,SequenceMatcher2,SACREBLEU3,precision3,SequenceMatcher3
24,0.0,0.0,0.22,3.7477767366779213,9.090909090909092,0.13,3.0890553181566975,7.6923076923076925,0.08
3,10.682175159905848,20.0,0.12,0.0,0.0,0.03,0.5162051047489141,1.4285714285714286,0.05
3,2.5197593442434796,15.0,0.3,2.8265205879007453,16.666666666666668,0.28,2.8265205879007453,16.666666666666668,0.28
15,0.0,0.0,0.22,0.46833399312669227,1.2987012987012987,0.04,1.9146030690102511,5.0,0.12
4,1.8160849415439309,4.761904761904762,0.1,2.8398387225677895,7.142857142857143,0.22,3.0890553181566975,7.6923076923076925,0.23
3,5.255923420816887,13.333333333333334,0.09,4.02724819242185,16.666666666666668,0.11,8.392229812593097,20.0,0.15
1,2.2869567780619007,5.882352941176471,0.03,,,,,,
2,2.627961710408444,6.666666666666667,0.24,0.46833399312669227,1.2987012987012987,0.06,,,
16,0.0,0.0,0.18,0.0,0.0,0.31,0.0,0.0,0.27
7,0.0,33.333333333333336,0.67,2.8398387225677895,7.142857142857143,0.13,3.3864985683445354,8.333333333333334,0.14
4,0.0,0.0,0.16,0.0,0.0,0.16,0.0,0.0,0.15
1,0.5482271666382152,1.5151515151515151,0.01,,,,,,
1,0.5162051047489141,1.4285714285714286,0.01,,,,,,
24,0.0,0.0,0.07,0.0,0.0,0.02,0.0,0.0,0.03
3,0.9432284668356838,2.5641025641025643,0.07,1.727223799216787,4.545454545454546,0.12,0.4622106633998758,1.2820512820512822,0.05
3,14.323145079400492,41.666666666666664,0.34,2.099026913737916,8.860759493670885,0.12,3.0072841266120904,8.974358974358974,0.11
15,0.0,0.0,0.2,0.0,0.0,0.0,2.445593937240363,6.25,0.16
4,0.0,0.0,0.03,0.0,0.0,0.03,0.0,0.0,0.12
3,5.679677445135579,14.285714285714286,0.1,8.392229812593097,20.0,0.13,5.679677445135579,14.285714285714286,0.1
1,0.47462176237300036,1.3157894736842106,0.01,,,,,,
2,16.233395773754953,33.333333333333336,0.82,0.9969702876836586,3.75,0.06,,,
16,2.8398387225677895,7.142857142857143,0.2,0.0,0.0,0.22,2.627961710408444,6.666666666666667,0.17
4,6.567274736060395,14.285714285714286,0.21,0.0,0.0,0.03,2.8398387225677895,7.142857142857143,0.15
3,13.134549472120788,28.571428571428573,0.18,5.679677445135579,14.285714285714286,0.09,0.5644235767491028,2.6315789473684212,0.01
1,5.522397783539471,12.5,0.11,,,,,,
1,0.47462176237300036,1.3157894736842106,0.01,,,,,,
1,0.5238546714708301,1.4492753623188406,0.01,,,,,,
24,2.627961710408444,6.666666666666667,0.17,0.0,0.0,0.03,0.0,0.0,0.03
3,0.0,0.0,0.04,0.0,0.0,0.24,0.0,0.0,0.04
3,5.4424142191183185,50.0,0.21,18.476860420522186,50.0,0.72,3.4585921141027356,20.0,0.28
15,0.0,0.0,0.5,0.5317343965184799,1.4705882352941178,0.03,2.8398387225677895,7.142857142857143,0.19
4,4.767707020457095,11.11111111111111,0.35,0.0,0.0,0.16,2.8398387225677895,7.142857142857143,0.19
3,5.679677445135579,14.285714285714286,0.1,0.0,0.0,0.0,0.5496642095452601,2.5641025641025643,0.01
1,3.7477767366779213,9.090909090909092,0.07,,,,,,
2,13.134549472120788,28.571428571428573,0.78,31.947155212313625,50.0,0.62,,,
16,2.8398387225677895,7.142857142857143,0.19,0.0,0.0,0.22,2.8398387225677895,7.142857142857143,0.19
4,10.682175159905848,20.0,0.43,15.97357760615681,25.0,0.67,2.8398387225677895,7.142857142857143,0.14
3,16.233395773754953,33.333333333333336,0.29,6.567274736060395,25.0,0.14,0.0,0.0,0.0
1,0.0,33.333333333333336,0.33,,,,,,
1,0.0,50.0,0.67,,,,,,
1,0.0,33.333333333333336,0.4,,,,,,
24,0.7947529289544674,2.1739130434782608,0.04,6.567274736060395,14.285714285714286,0.19,6.567274736060395,14.285714285714286,0.19
3,0.0,0.0,0.29,0.0,0.0,0.06,0.4504321747452186,1.25,0.03
